tstamp,buffers,pct_buffer,added,removed,recycled,write,sync,total,synced,longest,average
2014-07-25T05:02:22.971Z,41269,2.6,0,0,23,269.161,0.889,270.074,285,0.067,0.003
2014-07-25T05:06:39.489Z,45481,2.9,0,0,19,225.626,0.843,226.492,307,0.055,0.002
2014-07-25T05:12:22.957Z,52828,3.4,0,0,25,269.446,0.920,270.394,386,0.124,0.002
2014-07-25T05:17:22.789Z,52814,3.4,0,0,32,269.020,0.757,269.801,296,0.073,0.002
2014-07-25T05:22:11.005Z,38371,2.4,0,0,23,257.118,1.049,258.196,292,0.060,0.003
2014-07-25T05:27:22.805Z,50043,3.2,0,0,20,270.014,0.719,270.758,291,0.076,0.002
2014-07-25T05:32:22.590Z,40243,2.6,0,0,23,269.165,0.586,269.778,290,0.086,0.002
2014-07-25T05:37:23.007Z,52803,3.4,0,0,19,269.435,0.929,270.386,299,0.084,0.003
2014-07-25T05:42:03.692Z,51315,3.3,0,0,24,250.599,1.035,251.655,350,0.095,0.002
2014-07-25T05:45:46.980Z,45048,2.9,0,0,24,172.922,1.275,174.238,346,0.262,0.003
2014-07-25T05:51:50.200Z,47783,3.0,0,0,38,236.196,0.902,237.120,321,0.146,0.002
2014-07-25T05:57:23.779Z,52188,3.3,0,0,41,269.515,0.974,270.516,295,0.134,0.003
2014-07-25T06:02:24.319Z,42626,2.7,0,0,23,269.264,1.221,270.509,285,0.059,0.004
2014-07-25T06:07:23.892Z,52268,3.3,0,0,20,269.632,0.890,270.543,315,0.051,0.002
2014-07-25T06:12:24.057Z,41975,2.7,0,0,23,269.068,1.026,270.134,297,0.066,0.003
2014-07-25T06:17:23.932Z,48305,3.1,0,0,20,269.918,0.869,270.844,300,0.021,0.002
2014-07-25T06:22:17.517Z,64028,4.1,0,0,22,262.491,1.044,263.554,313,0.063,0.003
2014-07-25T06:27:24.134Z,48953,3.1,0,0,37,269.417,1.126,270.583,297,0.047,0.003
2014-07-25T06:32:24.032Z,43673,2.8,0,0,25,269.863,0.981,270.867,342,0.070,0.002
2014-07-25T06:37:23.996Z,45223,2.9,0,0,21,269.886,0.946,270.936,311,0.104,0.003
2014-07-25T06:42:09.069Z,42109,2.7,0,0,21,254.065,0.960,255.042,295,0.053,0.003
2014-07-25T06:45:56.222Z,27544,1.8,0,0,22,181.199,0.870,182.106,307,0.167,0.002
2014-07-25T06:51:51.149Z,51801,3.3,0,0,20,235.646,1.255,236.922,328,0.121,0.003
2014-07-25T06:57:22.639Z,50530,3.2,0,0,41,267.463,0.954,268.437,318,0.066,0.002
2014-07-25T07:02:25.046Z,67559,4.3,0,0,21,269.326,1.025,270.374,324,0.087,0.003
2014-07-25T07:07:15.412Z,69517,4.4,0,0,40,260.411,0.902,261.335,355,0.055,0.002
2014-07-25T07:12:25.028Z,56616,3.6,0,0,30,269.564,0.982,270.576,340,0.069,0.002
2014-07-25T07:17:24.956Z,47123,3.0,0,0,24,269.908,0.969,270.897,308,0.063,0.003
2014-07-25T07:22:15.278Z,46664,3.0,0,0,22,259.082,1.194,260.294,294,0.070,0.004
2014-07-25T07:27:19.864Z,43051,2.7,0,0,25,264.672,0.859,265.549,304,0.089,0.002
2014-07-25T07:32:25.050Z,49615,3.2,0,0,21,269.119,1.009,270.158,287,0.069,0.003
2014-07-25T07:37:25.029Z,56740,3.6,0,0,23,269.868,1.008,270.949,390,0.079,0.002
2014-07-25T07:42:11.835Z,48754,3.1,0,0,31,256.701,1.040,257.776,302,0.059,0.003
2014-07-25T07:45:48.906Z,28885,1.8,0,0,24,173.262,0.745,174.026,317,0.181,0.002
2014-07-25T07:51:45.855Z,49946,3.2,0,0,21,230.121,0.707,230.851,314,0.311,0.002
2014-07-25T07:57:25.496Z,47186,3.0,0,0,41,268.902,0.646,269.569,307,0.033,0.002
2014-07-25T08:02:26.156Z,52336,3.3,0,0,23,269.510,1.124,270.654,350,0.117,0.003
2014-07-25T08:07:25.979Z,46743,3.0,0,0,23,269.787,0.976,270.793,370,0.050,0.002
2014-07-25T08:11:54.458Z,51184,3.3,0,0,22,237.455,0.973,238.448,341,0.127,0.002
2014-07-25T08:17:27.010Z,50915,3.2,0,0,27,269.542,0.921,270.488,343,0.064,0.002
2014-07-25T08:22:14.343Z,49632,3.2,0,0,23,257.373,0.910,258.304,294,0.054,0.003
2014-07-25T08:27:26.565Z,41220,2.6,0,0,25,269.471,0.686,270.179,347,0.082,0.001
2014-07-25T08:32:27.015Z,50933,3.2,0,0,20,269.407,1.002,270.429,337,0.131,0.002
2014-07-25T08:37:25.906Z,55387,3.5,0,0,24,269.155,0.681,269.863,324,0.098,0.002
2014-07-25T08:42:12.092Z,76915,4.9,0,0,24,254.047,1.091,255.156,382,0.082,0.002
2014-07-25T08:45:39.797Z,28668,1.8,0,0,34,162.884,0.744,163.660,309,0.083,0.002
2014-07-25T08:51:53.317Z,56483,3.6,0,0,19,235.379,1.008,236.417,315,0.090,0.003
2014-07-25T08:57:26.551Z,46009,2.9,0,0,50,269.495,0.656,270.169,306,0.046,0.002
2014-07-25T09:02:26.712Z,57824,3.7,0,0,27,269.445,0.643,270.131,285,0.111,0.002
2014-07-25T09:07:26.858Z,49090,3.1,0,0,29,269.330,0.765,270.115,308,0.144,0.002
2014-07-25T09:11:31.690Z,49848,3.2,0,0,22,213.742,1.028,214.801,300,0.085,0.003
2014-07-25T09:17:27.555Z,61930,3.9,0,0,28,269.209,1.533,270.778,340,0.067,0.004
2014-07-25T09:22:14.337Z,47237,3.0,0,0,30,256.859,0.855,257.752,289,0.059,0.002
2014-07-25T09:26:50.504Z,50301,3.2,0,0,26,232.554,1.548,234.147,284,0.102,0.005
2014-07-25T09:32:27.404Z,67603,4.3,0,0,22,269.411,1.400,270.833,294,0.194,0.004
2014-07-25T09:37:27.539Z,49493,3.1,0,0,30,269.420,1.656,271.107,304,0.313,0.005
2014-07-25T09:42:07.305Z,54877,3.5,0,0,30,249.307,1.398,250.736,313,0.595,0.004
2014-07-25T09:45:25.927Z,29284,1.9,0,0,51,147.860,1.684,149.571,413,0.376,0.004
2014-07-25T09:52:04.837Z,55083,3.5,0,0,47,247.186,0.580,247.808,330,0.037,0.001
2014-07-25T09:57:27.948Z,40276,2.6,0,0,39,269.168,0.870,270.056,291,0.084,0.002
2014-07-25T10:02:28.088Z,53978,3.4,0,0,19,269.028,1.011,270.109,317,0.107,0.003
2014-07-25T10:07:28.052Z,40872,2.6,0,0,24,269.971,0.956,270.948,333,0.048,0.002
2014-07-25T10:12:03.320Z,50119,3.2,0,0,20,245.267,0.944,246.240,350,0.041,0.002
2014-07-25T10:17:28.217Z,41028,2.6,0,0,31,269.664,1.160,270.842,310,0.045,0.003
2014-07-25T10:22:12.552Z,64849,4.1,0,0,19,254.432,0.877,255.330,290,0.079,0.003
2014-07-25T10:27:28.946Z,41415,2.6,0,0,29,269.468,1.859,271.348,299,0.066,0.006
2014-07-25T10:32:28.186Z,58645,3.7,0,0,22,269.071,1.112,270.210,302,0.089,0.003
2014-07-25T10:37:28.116Z,41673,2.6,0,0,27,269.776,1.104,270.900,315,0.042,0.003
2014-07-25T10:42:07.565Z,61174,3.9,0,0,20,249.149,1.236,250.419,337,0.059,0.003
2014-07-25T10:45:57.700Z,25948,1.6,0,0,31,178.987,1.076,180.085,322,0.283,0.003
2014-07-25T10:51:57.615Z,51559,3.3,0,0,19,239.142,0.651,239.812,328,0.035,0.001
2014-07-25T10:57:27.084Z,39192,2.5,0,0,45,268.655,0.733,269.408,299,0.066,0.002
2014-07-25T11:02:28.374Z,54447,3.5,0,0,18,269.934,1.305,271.259,290,0.470,0.004
2014-07-25T11:07:27.819Z,51108,3.2,0,0,25,269.506,0.890,270.414,354,0.043,0.002
2014-07-25T11:11:48.514Z,52017,3.3,0,0,23,230.031,0.600,230.663,303,0.063,0.001
2014-07-25T11:17:27.962Z,53304,3.4,0,0,27,269.428,0.931,270.378,336,0.073,0.002
2014-07-25T11:22:09.372Z,41717,2.7,0,0,27,250.523,0.836,251.381,297,0.033,0.002
2014-07-25T11:27:27.938Z,42594,2.7,0,0,24,269.588,0.924,270.533,314,0.061,0.002
2014-07-25T11:32:27.925Z,54490,3.5,0,0,20,269.034,0.884,269.955,296,0.126,0.002
2014-07-25T11:37:27.973Z,51191,3.3,0,0,25,269.040,0.950,270.017,310,0.092,0.003
2014-07-25T11:42:10.085Z,54269,3.5,0,0,25,251.007,1.045,252.080,306,0.115,0.003
2014-07-25T11:44:56.525Z,35997,2.3,0,0,28,117.733,0.627,118.390,373,0.114,0.001
2014-07-25T11:51:59.649Z,52703,3.4,0,0,31,240.356,0.635,241.025,333,0.020,0.001
2014-07-25T11:57:28.763Z,41316,2.6,0,0,42,269.362,0.702,270.081,290,0.034,0.002
2014-07-25T12:02:28.774Z,55766,3.5,0,0,20,269.260,0.696,269.981,302,0.113,0.002
2014-07-25T12:07:25.277Z,45212,2.9,0,0,25,265.466,0.983,266.473,326,0.081,0.003
2014-07-25T12:11:35.802Z,44736,2.8,0,0,22,216.586,0.859,217.495,297,0.051,0.002
2014-07-25T12:17:28.872Z,59563,3.8,0,0,26,269.096,0.826,269.988,325,0.069,0.002
2014-07-25T12:22:08.476Z,47993,3.1,0,0,28,248.763,0.793,249.580,348,0.021,0.002
2014-07-25T12:27:28.353Z,67545,4.3,0,0,25,268.725,1.082,269.825,339,0.093,0.003
2014-07-25T12:32:29.056Z,67843,4.3,0,0,25,269.610,1.039,270.672,299,0.067,0.003
2014-07-25T12:37:29.490Z,56534,3.6,0,0,29,269.958,1.425,271.405,316,0.103,0.004
2014-07-25T12:42:00.790Z,52043,3.3,0,0,25,241.265,0.962,242.270,320,0.066,0.003
2014-07-25T12:45:38.967Z,25842,1.6,0,0,28,159.243,0.856,160.119,384,0.166,0.002
2014-07-25T12:51:33.599Z,47380,3.0,0,0,21,213.991,0.511,214.530,345,0.065,0.001
2014-07-25T12:57:30.310Z,53874,3.4,0,0,40,269.448,1.229,270.701,350,0.037,0.003
2014-07-25T13:01:45.068Z,47879,3.0,0,0,38,224.812,0.893,225.728,309,0.121,0.002
2014-07-25T13:07:25.552Z,48333,3.1,0,0,26,264.912,1.474,266.408,309,0.077,0.004
2014-07-25T13:12:30.147Z,61888,3.9,0,0,22,269.402,1.139,270.560,336,0.085,0.003
2014-07-25T13:17:30.662Z,59581,3.8,0,0,31,269.766,1.697,271.485,309,0.074,0.005
2014-07-25T13:22:11.010Z,62543,4.0,0,0,25,250.440,0.858,251.324,317,0.072,0.002
2014-07-25T13:27:30.230Z,50312,3.2,0,0,30,269.935,1.215,271.174,359,0.061,0.003
2014-07-25T13:32:30.090Z,59116,3.8,0,0,24,269.782,1.016,270.830,302,0.031,0.003
2014-07-25T13:37:30.640Z,54573,3.5,0,0,27,269.868,1.630,271.519,339,0.178,0.004
2014-07-25T13:42:17.668Z,54591,3.5,0,0,27,257.275,0.700,257.998,322,0.043,0.002
2014-07-25T13:45:30.534Z,30498,1.9,0,0,29,149.405,1.389,150.827,357,0.109,0.003
2014-07-25T13:51:42.265Z,53595,3.4,0,0,31,221.442,1.152,222.629,349,0.259,0.003
2014-07-25T13:57:30.319Z,48974,3.1,0,0,45,269.634,1.309,270.975,315,0.060,0.004
2014-07-25T14:01:59.134Z,59716,3.8,0,0,23,238.624,1.127,239.784,333,0.121,0.003
2014-07-25T14:07:23.777Z,52996,3.4,0,0,33,263.421,1.138,264.586,355,0.055,0.003
2014-07-25T14:12:29.979Z,54656,3.5,0,0,25,269.226,0.913,270.164,317,0.095,0.002
2014-07-25T14:17:27.764Z,56122,3.6,0,0,28,266.377,1.328,267.754,350,0.075,0.003
2014-07-25T14:22:15.509Z,48931,3.1,0,0,29,253.293,1.371,254.710,322,0.062,0.004
2014-07-25T14:27:31.014Z,50121,3.2,0,0,25,269.451,0.985,270.459,347,0.038,0.002
2014-07-25T14:32:28.145Z,51379,3.3,0,0,26,266.905,1.158,268.102,306,0.242,0.003
2014-07-25T14:37:29.923Z,80778,5.1,0,0,24,268.465,1.278,269.765,355,0.128,0.003
2014-07-25T14:42:21.005Z,56679,3.6,0,0,37,256.654,3.236,260.053,317,0.120,0.010
2014-07-25T14:45:35.317Z,32107,2.0,0,0,30,154.095,1.149,155.279,363,0.200,0.003
2014-07-25T14:51:43.796Z,53835,3.4,0,0,31,221.587,1.757,223.377,342,0.178,0.005
2014-07-25T14:56:23.789Z,42891,2.7,0,0,44,202.158,0.786,202.966,346,0.058,0.002
2014-07-25T15:01:57.135Z,37196,2.4,0,0,29,235.619,0.608,236.248,331,0.085,0.001
2014-07-25T15:06:57.038Z,47722,3.0,0,0,28,235.559,1.254,236.837,354,0.170,0.003
2014-07-25T15:11:18.817Z,39900,2.5,0,0,34,197.650,1.025,198.716,356,0.126,0.002
2014-07-25T15:16:21.360Z,38205,2.4,0,0,35,199.235,1.165,200.441,349,0.159,0.003
2014-07-25T15:20:34.286Z,41097,2.6,0,0,32,152.858,0.935,153.826,375,0.099,0.002
2014-07-25T15:26:51.881Z,46742,3.0,0,0,38,230.257,1.208,231.492,408,0.037,0.002
2014-07-25T15:31:13.120Z,43241,2.7,0,0,33,191.031,1.095,192.167,346,0.110,0.003
2014-07-25T15:37:27.312Z,73117,4.6,0,0,36,265.852,1.213,267.092,322,0.076,0.003
2014-07-25T15:42:02.142Z,62802,4.0,0,0,33,241.049,0.689,241.796,357,0.022,0.001
2014-07-25T15:45:03.495Z,26075,1.7,0,0,35,122.331,0.932,123.293,336,0.187,0.002
2014-07-25T15:52:06.558Z,62150,4.0,0,0,29,244.357,1.582,245.960,382,0.377,0.004
2014-07-25T15:56:33.402Z,38249,2.4,0,0,48,212.054,0.699,212.789,317,0.110,0.002
2014-07-25T16:01:29.607Z,36151,2.3,0,0,42,207.364,1.717,209.116,321,0.107,0.005
2014-07-25T16:06:00.026Z,38166,2.4,0,0,48,176.636,2.661,179.327,370,0.446,0.007
2014-07-25T16:11:18.734Z,35278,2.2,0,0,43,197.226,1.336,198.604,337,0.188,0.003
2014-07-25T16:16:52.606Z,44831,2.9,0,0,28,229.710,1.532,231.773,352,0.067,0.004
2014-07-25T16:21:05.649Z,37804,2.4,0,0,40,182.896,2.047,184.977,344,0.090,0.005
2014-07-25T16:26:29.100Z,32250,2.1,0,0,36,207.413,0.895,208.352,336,0.126,0.002
2014-07-25T16:31:14.938Z,32266,2.1,0,0,24,193.512,1.280,194.836,327,0.084,0.003
2014-07-25T16:36:12.938Z,39207,2.5,0,0,24,190.700,1.180,191.902,357,0.122,0.003
2014-07-25T16:41:25.914Z,35704,2.3,0,0,36,202.877,0.966,203.874,326,0.135,0.002
2014-07-25T16:44:56.089Z,27642,1.8,0,0,26,104.164,8.722,113.077,344,0.285,0.025
2014-07-25T16:50:03.770Z,42941,2.7,0,0,27,194.366,1.575,195.981,345,0.308,0.004
2014-07-25T16:55:23.465Z,33024,2.1,0,0,64,214.408,1.159,215.593,377,0.039,0.003
2014-07-25T17:00:30.883Z,32819,2.1,0,0,29,221.743,1.567,223.336,319,0.086,0.004
2014-07-25T17:06:04.617Z,53110,3.4,0,0,21,255.514,1.057,256.657,400,0.073,0.002
2014-07-25T17:11:17.784Z,49543,3.1,0,0,46,269.343,0.758,270.122,367,0.076,0.002
2014-07-25T17:16:17.811Z,57404,3.6,0,0,23,269.199,0.772,269.996,329,0.063,0.002
2014-07-25T17:21:12.878Z,58059,3.7,0,0,26,263.480,1.537,265.038,408,0.230,0.003
2014-07-25T17:26:17.952Z,45356,2.9,0,0,37,269.013,0.974,270.040,324,0.250,0.003
2014-07-25T17:31:17.987Z,56920,3.6,0,0,33,268.876,1.130,270.026,341,0.111,0.003
2014-07-25T17:35:55.161Z,73522,4.7,0,0,44,246.318,0.803,247.143,330,0.036,0.002
2014-07-25T17:41:10.100Z,54427,3.5,0,0,42,260.460,1.403,261.884,391,0.069,0.003
2014-07-25T17:44:43.766Z,37462,2.4,0,0,31,174.734,0.867,175.627,381,0.127,0.002
2014-07-25T17:50:59.364Z,54006,3.4,0,0,35,249.025,1.452,250.499,364,0.153,0.003
2014-07-25T17:55:51.210Z,44595,2.8,0,0,43,241.366,1.268,242.799,364,0.033,0.003
2014-07-25T18:00:26.609Z,26231,1.7,0,0,26,217.003,1.311,218.341,355,0.061,0.003
2014-07-25T18:05:20.063Z,27161,1.7,0,0,28,209.985,1.360,211.371,321,0.057,0.004
2014-07-25T18:10:34.116Z,30711,2.0,0,0,26,224.416,1.443,225.976,364,0.044,0.003
2014-07-25T18:15:19.444Z,33247,2.1,0,0,25,210.123,1.096,211.252,378,0.039,0.002
2014-07-25T18:20:21.082Z,34387,2.2,0,0,42,209.587,2.904,212.549,363,0.082,0.007
2014-07-25T18:24:57.850Z,33501,2.1,0,0,25,188.423,1.235,189.679,428,0.210,0.002
2014-07-25T18:30:06.296Z,34828,2.2,0,0,29,195.978,1.347,197.347,338,0.152,0.003
2014-07-25T18:35:17.769Z,31735,2.0,0,0,29,208.089,1.259,209.373,381,0.038,0.003
2014-07-25T18:40:02.174Z,35329,2.2,0,0,29,192.123,1.164,193.314,373,0.122,0.003
2014-07-25T18:44:46.058Z,30136,1.9,0,0,45,176.433,1.314,177.782,431,0.113,0.003
2014-07-25T18:49:42.955Z,33646,2.1,0,0,36,173.394,1.378,174.798,321,0.154,0.004
2014-07-25T18:55:52.225Z,37074,2.4,0,0,44,242.143,0.857,243.169,337,0.083,0.002
2014-07-25T19:01:07.562Z,48933,3.1,0,0,31,257.203,0.911,258.282,372,0.058,0.002
2014-07-25T19:06:20.011Z,50699,3.2,0,0,26,269.472,0.911,270.408,322,0.080,0.002
2014-07-25T19:11:20.248Z,57296,3.6,0,0,26,270.009,1.169,271.207,367,0.093,0.003
2014-07-25T19:16:20.235Z,61675,3.9,0,0,37,269.798,1.138,270.957,377,0.080,0.003
2014-07-25T19:21:16.778Z,64265,4.1,0,0,28,265.132,2.392,267.541,366,0.190,0.006
2014-07-25T19:26:21.572Z,50893,3.2,0,0,43,269.241,2.428,271.759,319,0.138,0.007
2014-07-25T19:31:20.363Z,58658,3.7,0,0,29,269.400,1.337,270.761,371,0.056,0.003
2014-07-25T19:35:24.385Z,53211,3.4,0,0,32,214.039,0.951,215.010,370,0.054,0.002
2014-07-25T19:41:13.196Z,53888,3.4,0,0,30,262.644,1.061,263.729,337,0.052,0.003
2014-07-25T19:44:35.517Z,40605,2.6,0,0,26,164.939,1.310,166.285,383,0.227,0.003
2014-07-25T19:51:03.883Z,53191,3.4,0,0,35,252.607,1.635,254.277,334,0.076,0.004
2014-07-25T19:56:20.217Z,64544,4.1,0,0,45,269.122,1.144,270.289,308,0.056,0.003
2014-07-25T20:01:14.987Z,53781,3.4,0,0,32,263.058,2.663,265.743,320,0.159,0.008
2014-07-25T20:05:43.401Z,55937,3.6,0,0,25,232.076,1.265,233.378,387,0.099,0.003
2014-07-25T20:10:56.906Z,55457,3.5,0,0,49,245.539,0.875,246.436,331,0.033,0.002
2014-07-25T20:16:10.248Z,61258,3.9,0,0,29,258.254,1.000,259.288,341,0.047,0.002
2014-07-25T20:21:13.225Z,71972,4.6,0,0,31,261.572,1.345,262.936,369,0.063,0.003
2014-07-25T20:26:20.405Z,53022,3.4,0,0,49,269.163,0.954,270.142,319,0.075,0.002
2014-07-25T20:31:17.795Z,61713,3.9,0,0,30,266.680,0.657,267.358,310,0.068,0.002
2014-07-25T20:36:12.196Z,57445,3.7,0,0,27,259.661,1.644,261.367,322,0.134,0.005
2014-07-25T20:41:14.184Z,59950,3.8,0,0,31,262.794,1.130,263.948,353,0.078,0.003
2014-07-25T20:44:29.883Z,32479,2.1,0,0,33,158.689,0.914,159.662,327,0.119,0.002
2014-07-25T20:50:52.168Z,51505,3.3,0,0,26,240.050,1.109,241.182,323,0.178,0.003
2014-07-25T20:56:20.957Z,53841,3.4,0,0,44,269.709,0.989,270.729,310,0.115,0.003
2014-07-25T21:01:12.659Z,67116,4.3,0,0,27,260.107,1.540,261.671,367,0.083,0.004
2014-07-25T21:05:50.894Z,69899,4.4,0,0,49,238.760,1.417,240.198,313,0.173,0.004
2014-07-25T21:11:21.203Z,51798,3.3,0,0,34,269.087,1.140,270.251,316,0.062,0.003
2014-07-25T21:16:21.003Z,67937,4.3,0,0,28,269.805,0.940,270.772,343,0.089,0.002
2014-07-25T21:21:15.921Z,72753,4.6,0,0,31,264.357,1.513,265.890,325,0.179,0.004
2014-07-25T21:26:21.183Z,49782,3.2,0,0,32,269.102,1.093,270.227,327,0.068,0.003
2014-07-25T21:31:21.204Z,73522,4.7,0,0,29,269.788,1.179,270.990,349,0.081,0.003
2014-07-25T21:35:55.942Z,73271,4.7,0,0,33,244.340,1.346,245.708,368,0.170,0.003
2014-07-25T21:41:06.355Z,58861,3.7,0,0,32,253.951,1.384,255.359,324,0.574,0.004
2014-07-25T21:44:06.507Z,37335,2.4,0,0,29,135.330,0.781,136.133,383,0.121,0.002
2014-07-25T21:51:21.111Z,55813,3.5,0,0,42,269.154,1.350,270.523,335,0.261,0.004
2014-07-25T21:56:20.726Z,48128,3.1,0,0,59,269.561,1.004,270.586,339,0.089,0.002
2014-07-25T22:01:14.884Z,57649,3.7,0,0,38,263.002,1.098,264.126,316,0.105,0.003
2014-07-25T22:06:04.134Z,57881,3.7,0,0,32,252.457,0.709,253.214,376,0.034,0.001
2014-07-25T22:11:21.067Z,50441,3.2,0,0,33,269.819,1.025,270.887,307,0.054,0.003
2014-07-25T22:16:21.099Z,50850,3.2,0,0,26,269.926,1.042,271.004,316,0.056,0.003
2014-07-25T22:21:09.583Z,56859,3.6,0,0,23,258.581,0.854,259.454,338,0.053,0.002
2014-07-25T22:26:21.192Z,54265,3.5,0,0,38,269.381,1.160,270.567,355,0.094,0.003
2014-07-25T22:31:21.201Z,58525,3.7,0,0,29,269.839,1.121,270.982,351,0.032,0.003
2014-07-25T22:36:21.185Z,59162,3.8,0,0,28,269.791,1.140,270.953,354,0.039,0.003
2014-07-25T22:40:54.801Z,49374,3.1,0,0,28,243.566,0.999,244.589,367,0.022,0.002
2014-07-25T22:44:46.521Z,38504,2.4,0,0,26,174.815,0.823,175.663,403,0.155,0.002
2014-07-25T22:51:05.002Z,57020,3.6,0,0,32,253.314,1.043,254.381,325,0.125,0.003
2014-07-25T22:55:58.782Z,52178,3.3,0,0,48,246.489,1.222,247.732,342,0.124,0.003
2014-07-25T23:01:22.235Z,56998,3.6,0,0,30,268.645,1.721,270.400,344,0.074,0.005
2014-07-25T23:05:33.376Z,44516,2.8,0,0,25,221.113,0.976,222.111,328,0.063,0.002
2014-07-25T23:11:22.097Z,56454,3.6,0,0,24,269.575,1.046,270.642,354,0.056,0.002
2014-07-25T23:16:22.398Z,53068,3.4,0,0,33,269.874,1.378,271.271,357,0.089,0.003
2014-07-25T23:21:08.987Z,54517,3.5,0,0,24,256.618,0.920,257.559,304,0.061,0.003
2014-07-25T23:26:23.294Z,46736,3.0,0,0,27,269.909,1.313,271.266,307,0.111,0.004
2014-07-25T23:31:20.913Z,77724,4.9,0,0,23,267.577,0.986,268.590,345,0.115,0.002
2014-07-25T23:35:57.782Z,70432,4.5,0,0,38,243.785,1.031,244.839,314,0.182,0.003
2014-07-25T23:41:07.472Z,41860,2.7,0,0,31,253.629,0.984,254.636,305,0.047,0.003
2014-07-25T23:43:51.706Z,42641,2.7,0,0,26,115.163,4.000,119.188,336,1.439,0.011
2014-07-25T23:51:23.259Z,55180,3.5,0,0,24,269.021,1.328,270.454,355,0.072,0.003
2014-07-25T23:55:53.896Z,47475,3.0,0,0,61,240.939,0.634,241.607,314,0.027,0.002
2014-07-26T00:01:11.544Z,48255,3.1,0,0,24,257.663,0.906,258.587,300,0.053,0.003
2014-07-26T00:06:18.271Z,56741,3.6,0,0,24,264.354,1.313,265.688,349,0.115,0.003
2014-07-26T00:11:22.585Z,48757,3.1,0,0,33,269.708,0.546,270.281,307,0.073,0.001
2014-07-26T00:16:23.065Z,44773,2.8,0,0,26,269.401,1.019,270.450,298,0.048,0.003
2014-07-26T00:20:59.083Z,56036,3.6,0,0,21,246.110,0.839,246.987,341,0.045,0.002
2014-07-26T00:26:06.681Z,49945,3.2,0,0,32,253.696,0.817,254.544,290,0.057,0.002
2014-07-26T00:31:22.907Z,53731,3.4,0,0,25,269.269,0.877,270.180,301,0.051,0.002
2014-07-26T00:36:23.047Z,58310,3.7,0,0,23,269.067,0.989,270.112,339,0.063,0.002
2014-07-26T00:40:55.739Z,61447,3.9,0,0,28,242.732,0.891,243.664,345,0.020,0.002
2014-07-26T00:43:55.976Z,31581,2.0,0,0,28,120.759,2.373,123.180,378,0.107,0.006
2014-07-26T00:51:08.683Z,51361,3.3,0,0,22,253.744,1.833,255.603,337,0.125,0.005
2014-07-26T00:54:32.306Z,66561,4.2,0,0,53,158.172,0.333,158.579,331,0.047,0.001
2014-07-26T01:01:23.311Z,55304,3.5,0,0,36,269.471,0.269,269.903,302,0.042,0.000
2014-07-26T01:06:13.673Z,46847,3.0,0,0,23,259.735,0.527,260.330,303,0.048,0.001
2014-07-26T01:11:23.403Z,56788,3.6,0,0,22,269.349,0.284,269.689,334,0.026,0.000
2014-07-26T01:16:22.130Z,47870,3.0,0,0,44,262.346,2.803,268.698,301,0.188,0.009
2014-07-26T01:20:53.168Z,56272,3.6,0,0,22,239.629,0.276,240.005,322,0.027,0.000
2014-07-26T01:26:09.404Z,48228,3.1,0,0,46,254.535,1.581,256.176,298,0.069,0.005
2014-07-26T01:31:17.322Z,89413,5.7,0,0,21,261.872,1.953,263.874,290,0.069,0.006
2014-07-26T01:36:24.451Z,41078,2.6,0,0,31,269.660,1.371,271.092,301,0.062,0.004
2014-07-26T01:40:50.159Z,50595,3.2,0,0,19,235.249,1.387,236.680,340,0.069,0.004
2014-07-26T01:45:21.028Z,31232,2.0,0,0,42,205.234,2.515,207.805,307,0.097,0.008
2014-07-26T01:50:59.956Z,49264,3.1,0,0,20,245.902,0.903,246.833,284,0.080,0.003
2014-07-26T01:56:20.798Z,39472,2.5,0,0,37,265.923,0.833,266.786,310,0.037,0.002
2014-07-26T02:01:23.662Z,60068,3.8,0,0,19,267.879,0.925,268.829,333,0.177,0.002
2014-07-26T02:06:24.848Z,41508,2.6,0,0,32,269.288,0.844,270.153,304,0.179,0.002
2014-07-26T02:11:23.469Z,54806,3.5,0,0,21,267.558,1.003,268.593,310,0.070,0.003
2014-07-26T02:16:25.040Z,39428,2.5,0,0,30,269.567,0.941,270.541,298,0.066,0.003
2014-07-26T02:21:20.138Z,47680,3.0,0,0,19,265.191,0.831,266.067,297,0.093,0.002
2014-07-26T02:26:10.068Z,33436,2.1,0,0,22,255.109,0.769,255.895,291,0.022,0.002
2014-07-26T02:31:24.848Z,54402,3.5,0,0,17,269.954,0.754,270.735,315,0.045,0.002
2014-07-26T02:36:24.959Z,39845,2.5,0,0,29,269.171,0.892,270.080,284,0.064,0.003
2014-07-26T02:40:38.979Z,45389,2.9,0,0,17,222.678,1.263,223.989,287,0.150,0.004
2014-07-26T02:44:53.455Z,29559,1.9,0,0,25,177.408,0.975,178.407,341,0.161,0.002
2014-07-26T02:51:21.312Z,52513,3.3,0,0,23,264.203,1.553,265.784,327,0.053,0.004
2014-07-26T02:56:11.525Z,40227,2.6,0,0,44,254.821,1.332,256.177,308,0.270,0.004
2014-07-26T03:01:08.903Z,60049,3.8,0,0,22,252.228,1.074,253.333,296,0.107,0.003
2014-07-26T03:06:25.932Z,47710,3.0,0,0,27,269.104,0.856,269.989,289,0.151,0.002
2014-07-26T03:11:26.007Z,61258,3.9,0,0,22,269.009,1.012,270.044,310,0.073,0.003
2014-07-26T03:16:25.639Z,48337,3.1,0,0,35,270.021,0.560,270.603,286,0.032,0.001
